Vardas              Pavardess           Galutinis vidurkis  Galutine mediana    
Vardas8550          Pavarde8550         3.44                6.00                
Vardas2369          Pavarde2369         3.44                5.00                
Vardas1560          Pavarde1560         3.44                5.00                
Vardas2585          Pavarde2585         3.44                2.00                
Vardas7125          Pavarde7125         3.44                6.00                
Vardas5966          Pavarde5966         3.44                6.00                
Vardas8823          Pavarde8823         3.44                5.00                
Vardas6886          Pavarde6886         3.44                7.00                
Vardas8730          Pavarde8730         3.44                6.00                
Vardas1163          Pavarde1163         3.44                6.00                
Vardas6633          Pavarde6633         3.44                6.00                
Vardas9972          Pavarde9972         3.44                5.00                
Vardas1707          Pavarde1707         3.44                4.00                
Vardas5636          Pavarde5636         3.44                4.00                
Vardas1864          Pavarde1864         3.44                5.00                
Vardas8971          Pavarde8971         3.44                6.00                
Vardas3523          Pavarde3523         3.44                7.00                
Vardas9940          Pavarde9940         3.44                6.00                
Vardas6314          Pavarde6314         3.44                6.00                
Vardas1598          Pavarde1598         3.44                6.00                
Vardas8061          Pavarde8061         3.44                4.00                
Vardas6359          Pavarde6359         3.44                3.00                
Vardas1261          Pavarde1261         3.44                7.00                
Vardas7598          Pavarde7598         3.44                2.00                
Vardas2612          Pavarde2612         3.44                4.00                
Vardas9925          Pavarde9925         3.44                8.00                
Vardas4985          Pavarde4985         3.44                6.00                
Vardas2489          Pavarde2489         3.44                3.00                
Vardas5802          Pavarde5802         3.44                5.00                
Vardas5805          Pavarde5805         3.44                6.00                
Vardas8954          Pavarde8954         3.44                5.00                
Vardas2495          Pavarde2495         3.44                6.00                
Vardas4573          Pavarde4573         3.44                2.00                
Vardas8266          Pavarde8266         3.44                3.00                
Vardas7030          Pavarde7030         3.44                6.00                
Vardas7800          Pavarde7800         3.44                6.00                
Vardas7069          Pavarde7069         3.44                6.00                
Vardas7801          Pavarde7801         3.44                6.00                
Vardas6832          Pavarde6832         3.48                7.00                
Vardas6510          Pavarde6510         3.48                4.00                
Vardas2998          Pavarde2998         3.48                8.00                
Vardas5186          Pavarde5186         3.48                3.00                
Vardas9258          Pavarde9258         3.48                5.00                
Vardas6804          Pavarde6804         3.48                4.00                
Vardas3674          Pavarde3674         3.48                4.00                
Vardas1867          Pavarde1867         3.48                8.00                
Vardas4958          Pavarde4958         3.48                9.00                
Vardas2866          Pavarde2866         3.48                3.00                
Vardas9089          Pavarde9089         3.48                3.00                
Vardas7000          Pavarde7000         3.48                4.00                
Vardas8567          Pavarde8567         3.48                3.00                
Vardas9949          Pavarde9949         3.48                3.00                
Vardas9157          Pavarde9157         3.48                3.00                
Vardas4758          Pavarde4758         3.48                7.00                
Vardas7590          Pavarde7590         3.48                3.00                
Vardas3874          Pavarde3874         3.48                8.00                
Vardas1493          Pavarde1493         3.48                7.00                
Vardas1824          Pavarde1824         3.48                3.00                
Vardas9518          Pavarde9518         3.48                7.00                
Vardas256           Pavarde256          3.48                6.00                
Vardas9862          Pavarde9862         3.48                7.00                
Vardas6254          Pavarde6254         3.48                7.00                
Vardas1429          Pavarde1429         3.48                5.00                
Vardas3483          Pavarde3483         3.48                7.00                
Vardas1652          Pavarde1652         3.48                9.00                
Vardas7216          Pavarde7216         3.48                9.00                
Vardas2258          Pavarde2258         3.48                1.00                
Vardas834           Pavarde834          3.48                3.00                
Vardas8005          Pavarde8005         3.48                4.00                
Vardas3387          Pavarde3387         3.48                8.00                
Vardas9370          Pavarde9370         3.48                4.00                
Vardas75            Pavarde75           3.48                3.00                
Vardas6751          Pavarde6751         3.48                4.00                
Vardas8610          Pavarde8610         3.48                8.00                
Vardas2773          Pavarde2773         3.48                7.00                
Vardas9462          Pavarde9462         3.48                4.00                
Vardas4552          Pavarde4552         3.48                3.00                
Vardas8382          Pavarde8382         3.48                7.00                
Vardas3754          Pavarde3754         3.48                4.00                
Vardas8702          Pavarde8702         3.48                8.00                
Vardas136           Pavarde136          3.48                3.00                
Vardas863           Pavarde863          3.48                3.00                
Vardas6208          Pavarde6208         3.48                3.00                
Vardas8056          Pavarde8056         3.48                7.00                
Vardas6018          Pavarde6018         3.48                3.00                
Vardas3409          Pavarde3409         3.48                8.00                
Vardas9632          Pavarde9632         3.48                4.00                
Vardas2556          Pavarde2556         3.48                3.00                
Vardas5366          Pavarde5366         3.48                3.00                
Vardas6660          Pavarde6660         3.48                4.00                
Vardas8494          Pavarde8494         3.48                8.00                
Vardas5052          Pavarde5052         3.48                9.00                
Vardas8164          Pavarde8164         3.48                4.00                
Vardas818           Pavarde818          3.48                8.00                
Vardas8346          Pavarde8346         3.48                10.00               
Vardas7146          Pavarde7146         3.48                5.00                
Vardas4407          Pavarde4407         3.48                7.00                
Vardas8410          Pavarde8410         3.48                8.00                
Vardas805           Pavarde805          3.48                4.00                
Vardas4942          Pavarde4942         3.48                4.00                
Vardas1792          Pavarde1792         3.48                8.00                
Vardas430           Pavarde430          3.48                9.00                
Vardas2944          Pavarde2944         3.52                4.00                
Vardas6395          Pavarde6395         3.52                2.00                
Vardas8921          Pavarde8921         3.52                3.00                
Vardas7859          Pavarde7859         3.52                8.00                
Vardas6896          Pavarde6896         3.52                6.00                
Vardas9033          Pavarde9033         3.52                7.00                
Vardas9082          Pavarde9082         3.52                6.00                
Vardas9153          Pavarde9153         3.52                7.00                
Vardas7678          Pavarde7678         3.52                5.00                
Vardas6827          Pavarde6827         3.52                6.00                
Vardas2858          Pavarde2858         3.52                6.00                
Vardas511           Pavarde511          3.52                7.00                
Vardas6779          Pavarde6779         3.52                6.00                
Vardas542           Pavarde542          3.52                5.00                
Vardas2820          Pavarde2820         3.52                4.00                
Vardas1140          Pavarde1140         3.52                5.00                
Vardas7534          Pavarde7534         3.52                7.00                
Vardas589           Pavarde589          3.52                4.00                
Vardas9356          Pavarde9356         3.52                6.00                
Vardas9357          Pavarde9357         3.52                6.00                
Vardas5408          Pavarde5408         3.52                6.00                
Vardas9466          Pavarde9466         3.52                8.00                
Vardas711           Pavarde711          3.52                5.00                
Vardas714           Pavarde714          3.52                6.00                
Vardas7317          Pavarde7317         3.52                7.00                
Vardas772           Pavarde772          3.52                6.00                
Vardas7221          Pavarde7221         3.52                7.00                
Vardas7185          Pavarde7185         3.52                7.00                
Vardas7739          Pavarde7739         3.52                7.00                
Vardas7167          Pavarde7167         3.52                6.00                
Vardas5993          Pavarde5993         3.52                7.00                
Vardas6016          Pavarde6016         3.52                5.00                
Vardas5967          Pavarde5967         3.52                6.00                
Vardas9728          Pavarde9728         3.52                5.00                
Vardas9796          Pavarde9796         3.52                7.00                
Vardas5894          Pavarde5894         3.52                5.00                
Vardas1777          Pavarde1777         3.52                5.00                
Vardas1602          Pavarde1602         3.52                7.00                
Vardas2484          Pavarde2484         3.52                7.00                
Vardas5790          Pavarde5790         3.52                7.00                
Vardas4198          Pavarde4198         3.52                7.00                
Vardas9954          Pavarde9954         3.52                7.00                
Vardas6508          Pavarde6508         3.52                6.00                
Vardas6192          Pavarde6192         3.52                5.00                
Vardas2424          Pavarde2424         3.52                6.00                
Vardas6226          Pavarde6226         3.52                7.00                
Vardas5193          Pavarde5193         3.52                5.00                
Vardas4913          Pavarde4913         3.52                6.00                
Vardas2073          Pavarde2073         3.52                6.00                
Vardas1478          Pavarde1478         3.52                5.00                
Vardas1372          Pavarde1372         3.52                6.00                
Vardas5436          Pavarde5436         3.52                7.00                
Vardas8539          Pavarde8539         3.52                6.00                
Vardas3262          Pavarde3262         3.52                8.00                
Vardas3962          Pavarde3962         3.52                6.00                
Vardas8367          Pavarde8367         3.52                6.00                
Vardas8253          Pavarde8253         3.52                5.00                
Vardas8699          Pavarde8699         3.52                7.00                
Vardas8705          Pavarde8705         3.52                6.00                
Vardas3378          Pavarde3378         3.52                6.00                
Vardas8754          Pavarde8754         3.52                6.00                
Vardas8156          Pavarde8156         3.52                6.00                
Vardas7993          Pavarde7993         3.52                8.00                
Vardas3511          Pavarde3511         3.52                7.00                
Vardas7899          Pavarde7899         3.52                6.00                
Vardas326           Pavarde326          3.52                6.00                
Vardas2545          Pavarde2545         3.56                8.00                
Vardas3859          Pavarde3859         3.56                8.00                
Vardas6917          Pavarde6917         3.56                8.00                
Vardas504           Pavarde504          3.56                9.00                
Vardas7519          Pavarde7519         3.56                8.00                
Vardas1724          Pavarde1724         3.56                10.00               
Vardas237           Pavarde237          3.56                8.00                
Vardas8989          Pavarde8989         3.56                7.00                
Vardas2725          Pavarde2725         3.56                8.00                
Vardas1080          Pavarde1080         3.56                8.00                
Vardas2081          Pavarde2081         3.56                8.00                
Vardas8740          Pavarde8740         3.56                7.00                
Vardas7267          Pavarde7267         3.56                8.00                
Vardas422           Pavarde422          3.56                9.00                
Vardas6457          Pavarde6457         3.56                8.00                
Vardas9699          Pavarde9699         3.56                8.00                
Vardas2928          Pavarde2928         3.56                9.00                
Vardas1508          Pavarde1508         3.56                7.00                
Vardas6846          Pavarde6846         3.56                8.00                
Vardas2888          Pavarde2888         3.56                7.00                
Vardas2734          Pavarde2734         3.56                8.00                
Vardas8597          Pavarde8597         3.56                8.00                
Vardas2048          Pavarde2048         3.56                8.00                
Vardas3815          Pavarde3815         3.56                8.00                
Vardas1925          Pavarde1925         3.56                9.00                
Vardas2565          Pavarde2565         3.56                7.00                
Vardas2051          Pavarde2051         3.56                9.00                
Vardas6519          Pavarde6519         3.56                4.00                
Vardas2168          Pavarde2168         3.56                3.00                
Vardas2024          Pavarde2024         3.56                5.00                
Vardas1884          Pavarde1884         3.56                4.00                
Vardas9173          Pavarde9173         3.56                4.00                
Vardas8242          Pavarde8242         3.56                1.00                
Vardas2603          Pavarde2603         3.56                6.00                
Vardas4083          Pavarde4083         3.56                5.00                
Vardas350           Pavarde350          3.56                3.00                
Vardas7756          Pavarde7756         3.56                5.00                
Vardas7654          Pavarde7654         3.56                4.00                
Vardas7222          Pavarde7222         3.56                3.00                
Vardas8222          Pavarde8222         3.56                3.00                
Vardas1423          Pavarde1423         3.56                4.00                
Vardas4362          Pavarde4362         3.56                5.00                
Vardas6507          Pavarde6507         3.56                4.00                
Vardas5975          Pavarde5975         3.56                4.00                
Vardas87            Pavarde87           3.56                3.00                
Vardas6046          Pavarde6046         3.56                4.00                
Vardas9696          Pavarde9696         3.56                4.00                
Vardas4409          Pavarde4409         3.56                4.00                
Vardas4276          Pavarde4276         3.56                3.00                
Vardas9339          Pavarde9339         3.56                3.00                
Vardas8141          Pavarde8141         3.56                4.00                
Vardas8130          Pavarde8130         3.56                4.00                
Vardas4340          Pavarde4340         3.56                3.00                
Vardas3094          Pavarde3094         3.56                5.00                
Vardas174           Pavarde174          3.56                5.00                
Vardas182           Pavarde182          3.56                4.00                
Vardas8832          Pavarde8832         3.56                4.00                
Vardas5841          Pavarde5841         3.56                5.00                
Vardas2231          Pavarde2231         3.56                4.00                
Vardas9069          Pavarde9069         3.56                4.00                
Vardas4562          Pavarde4562         3.56                4.00                
Vardas7097          Pavarde7097         3.56                3.00                
Vardas9667          Pavarde9667         3.56                4.00                
Vardas5813          Pavarde5813         3.56                4.00                
Vardas7666          Pavarde7666         3.56                4.00                
Vardas539           Pavarde539          3.56                4.00                
Vardas2348          Pavarde2348         3.56                4.00                
Vardas5033          Pavarde5033         3.56                3.00                
Vardas8384          Pavarde8384         3.56                4.00                
Vardas9             Pavarde9            3.56                3.00                
Vardas5798          Pavarde5798         3.56                1.00                
Vardas6841          Pavarde6841         3.56                4.00                
Vardas17            Pavarde17           3.56                4.00                
Vardas5547          Pavarde5547         3.56                3.00                
Vardas6451          Pavarde6451         3.56                5.00                
Vardas7603          Pavarde7603         3.56                5.00                
Vardas6912          Pavarde6912         3.56                1.00                
Vardas1317          Pavarde1317         3.56                4.00                
Vardas4808          Pavarde4808         3.56                4.00                
Vardas7224          Pavarde7224         3.56                3.00                
Vardas980           Pavarde980          3.56                5.00                
Vardas8474          Pavarde8474         3.56                4.00                
Vardas4593          Pavarde4593         3.56                5.00                
Vardas1502          Pavarde1502         3.56                4.00                
Vardas1929          Pavarde1929         3.60                6.00                
Vardas3699          Pavarde3699         3.60                5.00                
Vardas330           Pavarde330          3.60                7.00                
Vardas3907          Pavarde3907         3.60                6.00                
Vardas4478          Pavarde4478         3.60                6.00                
Vardas4688          Pavarde4688         3.60                7.00                
Vardas8998          Pavarde8998         3.60                6.00                
Vardas8806          Pavarde8806         3.60                7.00                
Vardas1190          Pavarde1190         3.60                6.00                
Vardas7272          Pavarde7272         3.60                7.00                
Vardas9184          Pavarde9184         3.60                2.00                
Vardas763           Pavarde763          3.60                5.00                
Vardas1798          Pavarde1798         3.60                2.00                
Vardas5643          Pavarde5643         3.60                7.00                
Vardas8310          Pavarde8310         3.60                6.00                
Vardas6644          Pavarde6644         3.60                6.00                
Vardas1340          Pavarde1340         3.60                6.00                
Vardas758           Pavarde758          3.60                7.00                
Vardas2425          Pavarde2425         3.60                3.00                
Vardas9928          Pavarde9928         3.60                5.00                
Vardas1334          Pavarde1334         3.60                6.00                
Vardas5707          Pavarde5707         3.60                5.00                
Vardas927           Pavarde927          3.60                5.00                
Vardas3688          Pavarde3688         3.60                5.00                
Vardas7955          Pavarde7955         3.60                7.00                
Vardas5620          Pavarde5620         3.60                7.00                
Vardas7309          Pavarde7309         3.60                7.00                
Vardas9487          Pavarde9487         3.60                8.00                
Vardas7044          Pavarde7044         3.60                7.00                
Vardas3331          Pavarde3331         3.60                6.00                
Vardas3919          Pavarde3919         3.60                7.00                
Vardas1541          Pavarde1541         3.60                6.00                
Vardas5779          Pavarde5779         3.60                5.00                
Vardas145           Pavarde145          3.60                5.00                
Vardas7375          Pavarde7375         3.60                7.00                
Vardas1796          Pavarde1796         3.60                7.00                
Vardas8667          Pavarde8667         3.60                6.00                
Vardas364           Pavarde364          3.60                7.00                
Vardas8499          Pavarde8499         3.60                6.00                
Vardas7742          Pavarde7742         3.60                6.00                
Vardas5145          Pavarde5145         3.60                7.00                
Vardas9847          Pavarde9847         3.60                5.00                
Vardas3812          Pavarde3812         3.60                6.00                
Vardas5183          Pavarde5183         3.60                6.00                
Vardas1165          Pavarde1165         3.60                7.00                
Vardas2011          Pavarde2011         3.60                7.00                
Vardas575           Pavarde575          3.60                5.00                
Vardas7452          Pavarde7452         3.60                6.00                
Vardas2079          Pavarde2079         3.60                2.00                
Vardas2399          Pavarde2399         3.60                2.00                
Vardas3052          Pavarde3052         3.60                7.00                
Vardas4019          Pavarde4019         3.60                7.00                
Vardas6849          Pavarde6849         3.60                6.00                
Vardas7777          Pavarde7777         3.60                6.00                
Vardas1027          Pavarde1027         3.60                5.00                
Vardas2926          Pavarde2926         3.60                8.00                
Vardas6866          Pavarde6866         3.60                6.00                
Vardas5076          Pavarde5076         3.60                5.00                
Vardas9517          Pavarde9517         3.64                9.00                
Vardas8321          Pavarde8321         3.64                10.00               
Vardas45            Pavarde45           3.64                8.00                
Vardas8751          Pavarde8751         3.64                8.00                
Vardas1095          Pavarde1095         3.64                9.00                
Vardas6265          Pavarde6265         3.64                8.00                
Vardas4645          Pavarde4645         3.64                7.00                
Vardas8092          Pavarde8092         3.64                9.00                
Vardas1283          Pavarde1283         3.64                9.00                
Vardas2828          Pavarde2828         3.64                7.00                
Vardas487           Pavarde487          3.64                8.00                
Vardas7604          Pavarde7604         3.64                10.00               
Vardas8569          Pavarde8569         3.64                8.00                
Vardas8347          Pavarde8347         3.64                3.00                
Vardas3917          Pavarde3917         3.64                4.00                
Vardas3950          Pavarde3950         3.64                7.00                
Vardas9187          Pavarde9187         3.64                3.00                
Vardas8403          Pavarde8403         3.64                4.00                
Vardas3237          Pavarde3237         3.64                5.00                
Vardas7398          Pavarde7398         3.64                5.00                
Vardas3144          Pavarde3144         3.64                6.00                
Vardas2092          Pavarde2092         3.64                6.00                
Vardas3765          Pavarde3765         3.64                3.00                
Vardas7202          Pavarde7202         3.64                5.00                
Vardas8816          Pavarde8816         3.64                5.00                
Vardas5022          Pavarde5022         3.64                5.00                
Vardas9300          Pavarde9300         3.64                4.00                
Vardas8064          Pavarde8064         3.64                6.00                
Vardas1498          Pavarde1498         3.64                3.00                
Vardas6354          Pavarde6354         3.64                3.00                
Vardas2523          Pavarde2523         3.64                6.00                
Vardas4844          Pavarde4844         3.64                5.00                
Vardas4470          Pavarde4470         3.64                5.00                
Vardas8099          Pavarde8099         3.64                3.00                
Vardas2434          Pavarde2434         3.64                3.00                
Vardas1291          Pavarde1291         3.64                4.00                
Vardas1422          Pavarde1422         3.64                2.00                
Vardas7898          Pavarde7898         3.64                4.00                
Vardas7843          Pavarde7843         3.64                5.00                
Vardas2765          Pavarde2765         3.64                4.00                
Vardas7193          Pavarde7193         3.64                3.00                
Vardas4829          Pavarde4829         3.64                4.00                
Vardas498           Pavarde498          3.64                4.00                
Vardas859           Pavarde859          3.64                6.00                
Vardas2620          Pavarde2620         3.64                5.00                
Vardas3000          Pavarde3000         3.64                4.00                
Vardas811           Pavarde811          3.64                4.00                
Vardas5755          Pavarde5755         3.64                5.00                
Vardas8334          Pavarde8334         3.64                5.00                
Vardas3467          Pavarde3467         3.64                4.00                
Vardas6456          Pavarde6456         3.64                4.00                
Vardas8006          Pavarde8006         3.64                5.00                
Vardas3431          Pavarde3431         3.64                4.00                
Vardas7529          Pavarde7529         3.64                4.00                
Vardas9920          Pavarde9920         3.64                5.00                
Vardas4449          Pavarde4449         3.64                4.00                
Vardas476           Pavarde476          3.64                4.00                
Vardas2123          Pavarde2123         3.64                4.00                
Vardas1893          Pavarde1893         3.64                3.00                
Vardas1695          Pavarde1695         3.64                4.00                
Vardas3654          Pavarde3654         3.64                2.00                
Vardas5625          Pavarde5625         3.64                4.00                
Vardas6684          Pavarde6684         3.64                3.00                
Vardas1934          Pavarde1934         3.64                5.00                
Vardas3350          Pavarde3350         3.68                6.00                
Vardas8627          Pavarde8627         3.68                7.00                
Vardas3934          Pavarde3934         3.68                4.00                
Vardas3860          Pavarde3860         3.68                5.00                
Vardas9548          Pavarde9548         3.68                6.00                
Vardas2594          Pavarde2594         3.68                9.00                
Vardas5971          Pavarde5971         3.68                6.00                
Vardas3831          Pavarde3831         3.68                8.00                
Vardas5128          Pavarde5128         3.68                6.00                
Vardas6603          Pavarde6603         3.68                7.00                
Vardas5700          Pavarde5700         3.68                7.00                
Vardas9473          Pavarde9473         3.68                6.00                
Vardas7070          Pavarde7070         3.68                5.00                
Vardas3460          Pavarde3460         3.68                6.00                
Vardas6582          Pavarde6582         3.68                8.00                
Vardas5682          Pavarde5682         3.68                8.00                
Vardas2533          Pavarde2533         3.68                6.00                
Vardas6580          Pavarde6580         3.68                6.00                
Vardas2505          Pavarde2505         3.68                8.00                
Vardas2498          Pavarde2498         3.68                8.00                
Vardas9580          Pavarde9580         3.68                7.00                
Vardas3676          Pavarde3676         3.68                6.00                
Vardas1888          Pavarde1888         3.68                6.00                
Vardas9254          Pavarde9254         3.68                6.00                
Vardas4657          Pavarde4657         3.68                6.00                
Vardas2867          Pavarde2867         3.68                8.00                
Vardas5740          Pavarde5740         3.68                7.00                
Vardas4659          Pavarde4659         3.68                7.00                
Vardas5347          Pavarde5347         3.68                6.00                
Vardas1312          Pavarde1312         3.68                7.00                
Vardas1074          Pavarde1074         3.68                7.00                
Vardas349           Pavarde349          3.68                6.00                
Vardas9052          Pavarde9052         3.68                6.00                
Vardas9036          Pavarde9036         3.68                6.00                
Vardas5587          Pavarde5587         3.68                6.00                
Vardas8962          Pavarde8962         3.68                7.00                
Vardas4821          Pavarde4821         3.68                6.00                
Vardas3031          Pavarde3031         3.68                6.00                
Vardas3053          Pavarde3053         3.68                7.00                
Vardas8889          Pavarde8889         3.68                8.00                
Vardas4252          Pavarde4252         3.68                6.00                
Vardas637           Pavarde637          3.68                6.00                
Vardas6390          Pavarde6390         3.68                7.00                
Vardas3473          Pavarde3473         3.68                6.00                
Vardas8090          Pavarde8090         3.68                6.00                
Vardas3427          Pavarde3427         3.68                7.00                
Vardas5454          Pavarde5454         3.68                7.00                
Vardas8778          Pavarde8778         3.68                7.00                
Vardas8774          Pavarde8774         3.68                6.00                
Vardas1688          Pavarde1688         3.68                7.00                
Vardas8659          Pavarde8659         3.68                7.00                
Vardas7458          Pavarde7458         3.68                1.00                
Vardas8608          Pavarde8608         3.68                2.00                
Vardas8073          Pavarde8073         3.68                1.00                
Vardas8185          Pavarde8185         3.68                3.00                
Vardas2688          Pavarde2688         3.68                3.00                
Vardas4680          Pavarde4680         3.68                3.00                
Vardas5236          Pavarde5236         3.68                3.00                
Vardas5430          Pavarde5430         3.68                3.00                
Vardas6514          Pavarde6514         3.68                1.00                
Vardas4111          Pavarde4111         3.68                2.00                
Vardas9824          Pavarde9824         3.68                3.00                
Vardas3229          Pavarde3229         3.68                3.00                
Vardas9555          Pavarde9555         3.68                2.00                
Vardas3374          Pavarde3374         3.68                2.00                
Vardas3503          Pavarde3503         3.68                1.00                
Vardas7007          Pavarde7007         3.68                2.00                
Vardas7969          Pavarde7969         3.68                2.00                
Vardas8122          Pavarde8122         3.68                3.00                
Vardas1148          Pavarde1148         3.68                3.00                
Vardas2812          Pavarde2812         3.68                3.00                
Vardas1716          Pavarde1716         3.68                3.00                
Vardas8992          Pavarde8992         3.72                8.00                
Vardas9160          Pavarde9160         3.72                8.00                
Vardas3617          Pavarde3617         3.72                9.00                
Vardas4945          Pavarde4945         3.72                10.00               
Vardas9661          Pavarde9661         3.72                3.00                
Vardas9609          Pavarde9609         3.72                4.00                
Vardas7722          Pavarde7722         3.72                5.00                
Vardas2466          Pavarde2466         3.72                4.00                
Vardas4805          Pavarde4805         3.72                4.00                
Vardas368           Pavarde368          3.72                8.00                
Vardas5566          Pavarde5566         3.72                4.00                
Vardas2035          Pavarde2035         3.72                5.00                
Vardas9451          Pavarde9451         3.72                8.00                
Vardas506           Pavarde506          3.72                5.00                
Vardas2218          Pavarde2218         3.72                6.00                
Vardas8793          Pavarde8793         3.72                6.00                
Vardas4722          Pavarde4722         3.72                8.00                
Vardas5912          Pavarde5912         3.72                5.00                
Vardas5303          Pavarde5303         3.72                6.00                
Vardas70            Pavarde70           3.72                5.00                
Vardas6907          Pavarde6907         3.72                8.00                
Vardas5722          Pavarde5722         3.72                5.00                
Vardas2900          Pavarde2900         3.72                8.00                
Vardas2480          Pavarde2480         3.72                4.00                
Vardas4540          Pavarde4540         3.72                4.00                
Vardas4035          Pavarde4035         3.72                4.00                
Vardas9648          Pavarde9648         3.72                3.00                
Vardas7495          Pavarde7495         3.72                3.00                
Vardas928           Pavarde928          3.72                5.00                
Vardas680           Pavarde680          3.72                5.00                
Vardas3501          Pavarde3501         3.72                5.00                
Vardas2098          Pavarde2098         3.72                6.00                
Vardas217           Pavarde217          3.72                4.00                
Vardas7238          Pavarde7238         3.72                5.00                
Vardas4194          Pavarde4194         3.72                3.00                
Vardas4905          Pavarde4905         3.72                5.00                
Vardas6749          Pavarde6749         3.72                9.00                
Vardas2261          Pavarde2261         3.72                9.00                
Vardas8357          Pavarde8357         3.72                4.00                
Vardas7970          Pavarde7970         3.72                4.00                
Vardas1898          Pavarde1898         3.72                5.00                
Vardas5023          Pavarde5023         3.72                3.00                
Vardas4530          Pavarde4530         3.72                5.00                
Vardas3755          Pavarde3755         3.72                4.00                
Vardas5287          Pavarde5287         3.72                4.00                
Vardas88            Pavarde88           3.72                2.00                
Vardas9402          Pavarde9402         3.72                3.00                
Vardas1233          Pavarde1233         3.72                3.00                
Vardas2226          Pavarde2226         3.72                4.00                
Vardas9315          Pavarde9315         3.72                5.00                
Vardas9091          Pavarde9091         3.72                5.00                
Vardas6057          Pavarde6057         3.72                5.00                
Vardas6700          Pavarde6700         3.72                4.00                
Vardas8644          Pavarde8644         3.72                4.00                
Vardas1543          Pavarde1543         3.72                5.00                
Vardas1281          Pavarde1281         3.76                6.00                
Vardas3535          Pavarde3535         3.76                7.00                
Vardas5105          Pavarde5105         3.76                6.00                
Vardas9547          Pavarde9547         3.76                7.00                
Vardas1503          Pavarde1503         3.76                7.00                
Vardas7765          Pavarde7765         3.76                6.00                
Vardas5203          Pavarde5203         3.76                2.00                
Vardas6433          Pavarde6433         3.76                3.00                
Vardas5781          Pavarde5781         3.76                7.00                
Vardas6331          Pavarde6331         3.76                5.00                
Vardas2658          Pavarde2658         3.76                6.00                
Vardas4646          Pavarde4646         3.76                6.00                
Vardas1587          Pavarde1587         3.76                6.00                
Vardas6407          Pavarde6407         3.76                8.00                
Vardas541           Pavarde541          3.76                7.00                
Vardas4735          Pavarde4735         3.76                2.00                
Vardas4997          Pavarde4997         3.76                8.00                
Vardas2334          Pavarde2334         3.76                8.00                
Vardas6127          Pavarde6127         3.76                6.00                
Vardas4328          Pavarde4328         3.76                3.00                
Vardas6397          Pavarde6397         3.76                1.00                
Vardas230           Pavarde230          3.76                7.00                
Vardas8882          Pavarde8882         3.76                6.00                
Vardas2878          Pavarde2878         3.76                2.00                
Vardas4556          Pavarde4556         3.76                4.00                
Vardas5844          Pavarde5844         3.76                8.00                
Vardas2786          Pavarde2786         3.76                7.00                
Vardas8081          Pavarde8081         3.76                2.00                
Vardas2413          Pavarde2413         3.76                9.00                
Vardas4869          Pavarde4869         3.76                7.00                
Vardas3284          Pavarde3284         3.76                6.00                
Vardas4866          Pavarde4866         3.76                4.00                
Vardas4773          Pavarde4773         3.76                6.00                
Vardas6548          Pavarde6548         3.76                6.00                
Vardas8131          Pavarde8131         3.76                3.00                
Vardas9863          Pavarde9863         3.76                5.00                
Vardas8798          Pavarde8798         3.76                7.00                
Vardas4845          Pavarde4845         3.76                7.00                
Vardas8797          Pavarde8797         3.76                6.00                
Vardas6286          Pavarde6286         3.76                6.00                
Vardas1550          Pavarde1550         3.76                6.00                
Vardas2153          Pavarde2153         3.76                6.00                
Vardas4463          Pavarde4463         3.76                7.00                
Vardas5113          Pavarde5113         3.76                3.00                
Vardas4303          Pavarde4303         3.76                6.00                
Vardas3127          Pavarde3127         3.76                9.00                
Vardas8741          Pavarde8741         3.76                8.00                
Vardas8557          Pavarde8557         3.76                2.00                
Vardas8218          Pavarde8218         3.76                7.00                
Vardas1933          Pavarde1933         3.76                7.00                
Vardas4413          Pavarde4413         3.76                1.00                
Vardas8235          Pavarde8235         3.76                6.00                
Vardas8503          Pavarde8503         3.76                8.00                
Vardas4356          Pavarde4356         3.76                7.00                
Vardas7355          Pavarde7355         3.76                7.00                
