Vardas              Pavardess           Galutinis vidurkis  Galutine mediana    
Vardas2086          Pavarde2086         5.56                3.00                
Vardas3592          Pavarde3592         5.56                5.00                
Vardas6370          Pavarde6370         5.56                6.00                
Vardas1166          Pavarde1166         5.56                6.00                
Vardas7760          Pavarde7760         5.56                7.00                
Vardas5540          Pavarde5540         5.56                8.00                
Vardas4266          Pavarde4266         5.56                6.00                
Vardas9449          Pavarde9449         5.56                3.00                
Vardas3148          Pavarde3148         5.56                8.00                
Vardas5084          Pavarde5084         5.56                5.00                
Vardas72            Pavarde72           5.56                8.00                
Vardas4179          Pavarde4179         5.56                7.00                
Vardas179           Pavarde179          5.56                5.00                
Vardas4049          Pavarde4049         5.56                7.00                
Vardas3660          Pavarde3660         5.56                6.00                
Vardas375           Pavarde375          5.56                2.00                
Vardas5684          Pavarde5684         5.56                9.00                
Vardas5909          Pavarde5909         5.56                6.00                
Vardas3975          Pavarde3975         5.56                1.00                
Vardas2840          Pavarde2840         5.56                2.00                
Vardas706           Pavarde706          5.56                3.00                
Vardas1821          Pavarde1821         5.56                7.00                
Vardas6987          Pavarde6987         5.56                2.00                
Vardas8313          Pavarde8313         5.56                6.00                
Vardas7496          Pavarde7496         5.56                3.00                
Vardas8876          Pavarde8876         5.56                4.00                
Vardas4996          Pavarde4996         5.56                8.00                
Vardas5211          Pavarde5211         5.56                6.00                
Vardas7977          Pavarde7977         5.56                9.00                
Vardas4694          Pavarde4694         5.56                8.00                
Vardas454           Pavarde454          5.56                7.00                
Vardas8198          Pavarde8198         5.56                2.00                
Vardas1827          Pavarde1827         5.56                6.00                
Vardas8368          Pavarde8368         5.56                6.00                
Vardas1568          Pavarde1568         5.56                6.00                
Vardas8549          Pavarde8549         5.56                6.00                
Vardas2750          Pavarde2750         5.56                2.00                
Vardas2008          Pavarde2008         5.56                7.00                
Vardas376           Pavarde376          5.56                8.00                
Vardas9672          Pavarde9672         5.56                7.00                
Vardas4387          Pavarde4387         5.56                6.00                
Vardas6808          Pavarde6808         5.56                7.00                
Vardas7650          Pavarde7650         5.56                6.00                
Vardas8525          Pavarde8525         5.56                6.00                
Vardas1709          Pavarde1709         5.56                1.00                
Vardas4337          Pavarde4337         5.56                6.00                
Vardas4370          Pavarde4370         5.56                2.00                
Vardas2265          Pavarde2265         5.56                5.00                
Vardas3013          Pavarde3013         5.56                3.00                
Vardas8420          Pavarde8420         5.56                8.00                
Vardas6240          Pavarde6240         5.56                7.00                
Vardas9677          Pavarde9677         5.56                7.00                
Vardas5750          Pavarde5750         5.56                3.00                
Vardas2670          Pavarde2670         5.56                6.00                
Vardas4605          Pavarde4605         5.56                4.00                
Vardas4400          Pavarde4400         5.56                5.00                
Vardas747           Pavarde747          5.56                3.00                
Vardas7437          Pavarde7437         5.56                6.00                
Vardas3581          Pavarde3581         5.56                2.00                
Vardas7095          Pavarde7095         5.56                7.00                
Vardas9060          Pavarde9060         5.56                8.00                
Vardas7744          Pavarde7744         5.60                4.00                
Vardas4636          Pavarde4636         5.60                6.00                
Vardas9814          Pavarde9814         5.60                6.00                
Vardas4228          Pavarde4228         5.60                6.00                
Vardas4971          Pavarde4971         5.60                4.00                
Vardas6531          Pavarde6531         5.60                3.00                
Vardas2110          Pavarde2110         5.60                5.00                
Vardas4993          Pavarde4993         5.60                5.00                
Vardas8838          Pavarde8838         5.60                8.00                
Vardas5656          Pavarde5656         5.60                5.00                
Vardas5341          Pavarde5341         5.60                4.00                
Vardas388           Pavarde388          5.60                4.00                
Vardas7237          Pavarde7237         5.60                3.00                
Vardas8327          Pavarde8327         5.60                9.00                
Vardas6034          Pavarde6034         5.60                4.00                
Vardas3216          Pavarde3216         5.60                5.00                
Vardas5550          Pavarde5550         5.60                4.00                
Vardas6707          Pavarde6707         5.60                9.00                
Vardas4570          Pavarde4570         5.60                6.00                
Vardas891           Pavarde891          5.60                6.00                
Vardas2444          Pavarde2444         5.60                5.00                
Vardas6466          Pavarde6466         5.60                3.00                
Vardas1976          Pavarde1976         5.60                4.00                
Vardas1964          Pavarde1964         5.60                9.00                
Vardas9249          Pavarde9249         5.60                5.00                
Vardas5595          Pavarde5595         5.60                6.00                
Vardas6798          Pavarde6798         5.60                4.00                
Vardas1629          Pavarde1629         5.60                2.00                
Vardas6106          Pavarde6106         5.60                4.00                
Vardas2602          Pavarde2602         5.60                5.00                
Vardas4931          Pavarde4931         5.60                6.00                
Vardas9834          Pavarde9834         5.60                5.00                
Vardas9284          Pavarde9284         5.60                5.00                
Vardas1912          Pavarde1912         5.60                9.00                
Vardas1874          Pavarde1874         5.60                4.00                
Vardas613           Pavarde613          5.60                6.00                
Vardas2635          Pavarde2635         5.60                6.00                
Vardas9312          Pavarde9312         5.60                8.00                
Vardas1838          Pavarde1838         5.60                4.00                
Vardas6024          Pavarde6024         5.60                5.00                
Vardas3274          Pavarde3274         5.60                5.00                
Vardas1785          Pavarde1785         5.60                5.00                
Vardas3098          Pavarde3098         5.60                4.00                
Vardas4073          Pavarde4073         5.60                4.00                
Vardas8113          Pavarde8113         5.60                5.00                
Vardas1756          Pavarde1756         5.60                5.00                
Vardas7528          Pavarde7528         5.60                3.00                
Vardas8093          Pavarde8093         5.60                4.00                
Vardas1534          Pavarde1534         5.60                5.00                
Vardas3672          Pavarde3672         5.60                4.00                
Vardas8159          Pavarde8159         5.60                4.00                
Vardas5573          Pavarde5573         5.60                5.00                
Vardas3522          Pavarde3522         5.60                5.00                
Vardas1586          Pavarde1586         5.60                6.00                
Vardas4816          Pavarde4816         5.60                5.00                
Vardas7726          Pavarde7726         5.60                4.00                
Vardas8948          Pavarde8948         5.60                6.00                
Vardas7150          Pavarde7150         5.60                5.00                
Vardas7487          Pavarde7487         5.60                4.00                
Vardas7769          Pavarde7769         5.60                5.00                
Vardas6870          Pavarde6870         5.60                6.00                
Vardas9198          Pavarde9198         5.60                4.00                
Vardas5520          Pavarde5520         5.60                6.00                
Vardas5354          Pavarde5354         5.64                3.00                
Vardas640           Pavarde640          5.64                3.00                
Vardas4493          Pavarde4493         5.64                7.00                
Vardas9115          Pavarde9115         5.64                4.00                
Vardas2366          Pavarde2366         5.64                6.00                
Vardas962           Pavarde962          5.64                2.00                
Vardas5098          Pavarde5098         5.64                6.00                
Vardas9031          Pavarde9031         5.64                4.00                
Vardas2824          Pavarde2824         5.64                7.00                
Vardas2296          Pavarde2296         5.64                7.00                
Vardas8617          Pavarde8617         5.64                7.00                
Vardas5757          Pavarde5757         5.64                7.00                
Vardas5111          Pavarde5111         5.64                8.00                
Vardas725           Pavarde725          5.64                3.00                
Vardas4393          Pavarde4393         5.64                8.00                
Vardas7570          Pavarde7570         5.64                4.00                
Vardas4204          Pavarde4204         5.64                8.00                
Vardas2683          Pavarde2683         5.64                7.00                
Vardas3258          Pavarde3258         5.64                7.00                
Vardas8792          Pavarde8792         5.64                3.00                
Vardas7310          Pavarde7310         5.64                8.00                
Vardas1280          Pavarde1280         5.64                6.00                
Vardas7410          Pavarde7410         5.64                7.00                
Vardas4412          Pavarde4412         5.64                7.00                
Vardas4443          Pavarde4443         5.64                5.00                
Vardas5737          Pavarde5737         5.64                4.00                
Vardas7592          Pavarde7592         5.64                8.00                
Vardas5097          Pavarde5097         5.64                7.00                
Vardas8009          Pavarde8009         5.64                7.00                
Vardas4288          Pavarde4288         5.64                1.00                
Vardas1862          Pavarde1862         5.64                9.00                
Vardas3837          Pavarde3837         5.64                6.00                
Vardas2712          Pavarde2712         5.64                7.00                
Vardas7968          Pavarde7968         5.64                7.00                
Vardas4121          Pavarde4121         5.64                7.00                
Vardas5238          Pavarde5238         5.64                7.00                
Vardas8136          Pavarde8136         5.64                7.00                
Vardas3984          Pavarde3984         5.64                6.00                
Vardas2164          Pavarde2164         5.64                8.00                
Vardas1486          Pavarde1486         5.64                7.00                
Vardas9276          Pavarde9276         5.64                5.00                
Vardas796           Pavarde796          5.64                7.00                
Vardas3802          Pavarde3802         5.64                3.00                
Vardas1289          Pavarde1289         5.64                7.00                
Vardas3029          Pavarde3029         5.64                5.00                
Vardas5744          Pavarde5744         5.64                7.00                
Vardas7454          Pavarde7454         5.64                2.00                
Vardas2569          Pavarde2569         5.64                8.00                
Vardas953           Pavarde953          5.64                8.00                
Vardas9869          Pavarde9869         5.64                7.00                
Vardas3629          Pavarde3629         5.64                7.00                
Vardas5205          Pavarde5205         5.64                8.00                
Vardas8927          Pavarde8927         5.64                8.00                
Vardas3344          Pavarde3344         5.64                2.00                
Vardas2457          Pavarde2457         5.64                8.00                
Vardas7106          Pavarde7106         5.64                8.00                
Vardas4623          Pavarde4623         5.64                8.00                
Vardas6421          Pavarde6421         5.64                2.00                
Vardas3659          Pavarde3659         5.64                2.00                
Vardas9823          Pavarde9823         5.64                6.00                
Vardas9025          Pavarde9025         5.68                5.00                
Vardas1045          Pavarde1045         5.68                9.00                
Vardas3137          Pavarde3137         5.68                4.00                
Vardas361           Pavarde361          5.68                6.00                
Vardas7640          Pavarde7640         5.68                5.00                
Vardas8252          Pavarde8252         5.68                7.00                
Vardas6725          Pavarde6725         5.68                5.00                
Vardas9240          Pavarde9240         5.68                4.00                
Vardas8277          Pavarde8277         5.68                6.00                
Vardas3075          Pavarde3075         5.68                6.00                
Vardas6076          Pavarde6076         5.68                8.00                
Vardas6268          Pavarde6268         5.68                7.00                
Vardas3834          Pavarde3834         5.68                9.00                
Vardas540           Pavarde540          5.68                5.00                
Vardas9905          Pavarde9905         5.68                4.00                
Vardas3820          Pavarde3820         5.68                5.00                
Vardas5             Pavarde5            5.68                8.00                
Vardas5285          Pavarde5285         5.68                8.00                
Vardas5953          Pavarde5953         5.68                6.00                
Vardas7772          Pavarde7772         5.68                5.00                
Vardas9087          Pavarde9087         5.68                5.00                
Vardas1489          Pavarde1489         5.68                4.00                
Vardas2426          Pavarde2426         5.68                5.00                
Vardas5945          Pavarde5945         5.68                5.00                
Vardas6458          Pavarde6458         5.68                6.00                
Vardas1247          Pavarde1247         5.68                8.00                
Vardas2844          Pavarde2844         5.68                7.00                
Vardas7347          Pavarde7347         5.68                5.00                
Vardas7351          Pavarde7351         5.68                5.00                
Vardas3809          Pavarde3809         5.68                5.00                
Vardas704           Pavarde704          5.68                4.00                
Vardas9427          Pavarde9427         5.68                5.00                
Vardas3734          Pavarde3734         5.68                6.00                
Vardas6948          Pavarde6948         5.68                5.00                
Vardas7148          Pavarde7148         5.68                3.00                
Vardas2282          Pavarde2282         5.68                5.00                
Vardas1679          Pavarde1679         5.68                5.00                
Vardas1175          Pavarde1175         5.68                1.00                
Vardas9790          Pavarde9790         5.68                5.00                
Vardas3116          Pavarde3116         5.68                6.00                
Vardas3246          Pavarde3246         5.68                2.00                
Vardas5827          Pavarde5827         5.68                4.00                
Vardas3471          Pavarde3471         5.68                8.00                
Vardas7957          Pavarde7957         5.68                4.00                
Vardas9686          Pavarde9686         5.68                4.00                
Vardas8030          Pavarde8030         5.68                4.00                
Vardas1158          Pavarde1158         5.68                5.00                
Vardas5036          Pavarde5036         5.68                5.00                
Vardas1151          Pavarde1151         5.68                5.00                
Vardas4050          Pavarde4050         5.68                5.00                
Vardas101           Pavarde101          5.68                5.00                
Vardas3455          Pavarde3455         5.68                1.00                
Vardas5245          Pavarde5245         5.68                5.00                
Vardas2552          Pavarde2552         5.68                5.00                
Vardas3528          Pavarde3528         5.68                5.00                
Vardas7480          Pavarde7480         5.68                6.00                
Vardas6557          Pavarde6557         5.68                4.00                
Vardas1579          Pavarde1579         5.68                6.00                
Vardas8150          Pavarde8150         5.68                4.00                
Vardas3543          Pavarde3543         5.68                6.00                
Vardas4755          Pavarde4755         5.68                7.00                
Vardas2394          Pavarde2394         5.68                4.00                
Vardas8212          Pavarde8212         5.68                4.00                
Vardas8215          Pavarde8215         5.68                8.00                
Vardas3650          Pavarde3650         5.68                3.00                
Vardas7837          Pavarde7837         5.68                5.00                
Vardas9627          Pavarde9627         5.68                3.00                
Vardas6758          Pavarde6758         5.68                5.00                
Vardas3851          Pavarde3851         5.68                5.00                
Vardas8721          Pavarde8721         5.68                6.00                
Vardas1799          Pavarde1799         5.68                7.00                
Vardas4176          Pavarde4176         5.68                7.00                
Vardas2374          Pavarde2374         5.68                4.00                
Vardas7135          Pavarde7135         5.68                5.00                
Vardas4105          Pavarde4105         5.68                5.00                
Vardas7825          Pavarde7825         5.72                3.00                
Vardas1705          Pavarde1705         5.72                8.00                
Vardas1858          Pavarde1858         5.72                3.00                
Vardas820           Pavarde820          5.72                7.00                
Vardas5432          Pavarde5432         5.72                7.00                
Vardas3301          Pavarde3301         5.72                7.00                
Vardas4624          Pavarde4624         5.72                2.00                
Vardas1697          Pavarde1697         5.72                3.00                
Vardas8808          Pavarde8808         5.72                6.00                
Vardas5754          Pavarde5754         5.72                7.00                
Vardas4262          Pavarde4262         5.72                7.00                
Vardas8414          Pavarde8414         5.72                2.00                
Vardas7699          Pavarde7699         5.72                3.00                
Vardas377           Pavarde377          5.72                7.00                
Vardas888           Pavarde888          5.72                8.00                
Vardas4342          Pavarde4342         5.72                8.00                
Vardas1396          Pavarde1396         5.72                3.00                
Vardas6104          Pavarde6104         5.72                9.00                
Vardas8657          Pavarde8657         5.72                7.00                
Vardas5075          Pavarde5075         5.72                3.00                
Vardas1569          Pavarde1569         5.72                8.00                
Vardas8224          Pavarde8224         5.72                3.00                
Vardas4548          Pavarde4548         5.72                3.00                
Vardas769           Pavarde769          5.72                3.00                
Vardas8210          Pavarde8210         5.72                2.00                
Vardas7707          Pavarde7707         5.72                7.00                
Vardas4243          Pavarde4243         5.72                2.00                
Vardas6861          Pavarde6861         5.72                6.00                
Vardas8207          Pavarde8207         5.72                7.00                
Vardas7011          Pavarde7011         5.72                9.00                
Vardas8913          Pavarde8913         5.72                8.00                
Vardas2908          Pavarde2908         5.72                3.00                
Vardas4144          Pavarde4144         5.72                3.00                
Vardas153           Pavarde153          5.72                8.00                
Vardas8080          Pavarde8080         5.72                8.00                
Vardas2877          Pavarde2877         5.72                8.00                
Vardas8625          Pavarde8625         5.72                3.00                
Vardas2608          Pavarde2608         5.72                8.00                
Vardas645           Pavarde645          5.72                2.00                
Vardas2144          Pavarde2144         5.72                7.00                
Vardas6595          Pavarde6595         5.72                8.00                
Vardas108           Pavarde108          5.72                7.00                
Vardas9554          Pavarde9554         5.72                2.00                
Vardas9225          Pavarde9225         5.72                4.00                
Vardas712           Pavarde712          5.72                7.00                
Vardas4327          Pavarde4327         5.72                6.00                
Vardas4609          Pavarde4609         5.72                8.00                
Vardas2682          Pavarde2682         5.72                1.00                
Vardas4641          Pavarde4641         5.72                9.00                
Vardas8464          Pavarde8464         5.72                2.00                
Vardas8330          Pavarde8330         5.72                8.00                
Vardas2151          Pavarde2151         5.72                4.00                
Vardas414           Pavarde414          5.76                10.00               
Vardas5476          Pavarde5476         5.76                7.00                
Vardas4675          Pavarde4675         5.76                7.00                
Vardas5882          Pavarde5882         5.76                5.00                
Vardas739           Pavarde739          5.76                5.00                
Vardas5083          Pavarde5083         5.76                6.00                
Vardas5883          Pavarde5883         5.76                2.00                
Vardas1360          Pavarde1360         5.76                5.00                
Vardas3432          Pavarde3432         5.76                5.00                
Vardas8415          Pavarde8415         5.76                6.00                
Vardas8715          Pavarde8715         5.76                6.00                
Vardas7241          Pavarde7241         5.76                4.00                
Vardas2370          Pavarde2370         5.76                2.00                
Vardas9368          Pavarde9368         5.76                4.00                
Vardas8492          Pavarde8492         5.76                7.00                
Vardas2463          Pavarde2463         5.76                5.00                
Vardas8203          Pavarde8203         5.76                5.00                
Vardas1055          Pavarde1055         5.76                7.00                
Vardas8642          Pavarde8642         5.76                5.00                
Vardas4508          Pavarde4508         5.76                5.00                
Vardas641           Pavarde641          5.76                7.00                
Vardas297           Pavarde297          5.76                5.00                
Vardas2010          Pavarde2010         5.76                9.00                
Vardas1467          Pavarde1467         5.76                6.00                
Vardas9146          Pavarde9146         5.76                6.00                
Vardas9395          Pavarde9395         5.76                6.00                
Vardas9439          Pavarde9439         5.76                5.00                
Vardas9471          Pavarde9471         5.76                5.00                
Vardas9235          Pavarde9235         5.76                6.00                
Vardas5226          Pavarde5226         5.76                3.00                
Vardas289           Pavarde289          5.76                6.00                
Vardas7560          Pavarde7560         5.76                6.00                
Vardas4822          Pavarde4822         5.76                6.00                
Vardas9524          Pavarde9524         5.76                8.00                
Vardas2909          Pavarde2909         5.76                6.00                
Vardas7920          Pavarde7920         5.76                4.00                
Vardas2696          Pavarde2696         5.76                9.00                
Vardas8442          Pavarde8442         5.76                5.00                
Vardas9494          Pavarde9494         5.76                3.00                
Vardas6857          Pavarde6857         5.76                5.00                
Vardas8685          Pavarde8685         5.76                5.00                
Vardas7901          Pavarde7901         5.76                5.00                
Vardas2995          Pavarde2995         5.76                4.00                
Vardas7390          Pavarde7390         5.76                5.00                
Vardas7060          Pavarde7060         5.76                7.00                
Vardas2054          Pavarde2054         5.76                6.00                
Vardas690           Pavarde690          5.76                6.00                
Vardas6320          Pavarde6320         5.76                6.00                
Vardas8632          Pavarde8632         5.76                6.00                
Vardas8048          Pavarde8048         5.76                8.00                
Vardas3505          Pavarde3505         5.76                7.00                
Vardas5015          Pavarde5015         5.76                9.00                
Vardas5893          Pavarde5893         5.76                4.00                
Vardas8773          Pavarde8773         5.76                6.00                
Vardas43            Pavarde43           5.76                6.00                
Vardas1935          Pavarde1935         5.76                4.00                
Vardas3828          Pavarde3828         5.76                6.00                
Vardas1572          Pavarde1572         5.76                4.00                
Vardas6862          Pavarde6862         5.76                2.00                
Vardas4159          Pavarde4159         5.76                5.00                
Vardas6490          Pavarde6490         5.76                6.00                
Vardas8389          Pavarde8389         5.76                6.00                
Vardas4943          Pavarde4943         5.76                7.00                
Vardas5819          Pavarde5819         5.76                5.00                
Vardas8388          Pavarde8388         5.76                6.00                
Vardas7600          Pavarde7600         5.76                4.00                
Vardas7786          Pavarde7786         5.76                6.00                
Vardas4546          Pavarde4546         5.76                6.00                
Vardas5976          Pavarde5976         5.80                7.00                
Vardas291           Pavarde291          5.80                4.00                
Vardas3868          Pavarde3868         5.80                3.00                
Vardas9647          Pavarde9647         5.80                8.00                
Vardas296           Pavarde296          5.80                7.00                
Vardas1546          Pavarde1546         5.80                4.00                
Vardas304           Pavarde304          5.80                3.00                
Vardas1555          Pavarde1555         5.80                10.00               
Vardas4305          Pavarde4305         5.80                8.00                
Vardas1222          Pavarde1222         5.80                1.00                
Vardas7663          Pavarde7663         5.80                5.00                
Vardas6438          Pavarde6438         5.80                2.00                
Vardas9100          Pavarde9100         5.80                3.00                
Vardas8328          Pavarde8328         5.80                9.00                
Vardas5675          Pavarde5675         5.80                3.00                
Vardas6103          Pavarde6103         5.80                9.00                
Vardas9006          Pavarde9006         5.80                3.00                
Vardas2244          Pavarde2244         5.80                8.00                
Vardas6228          Pavarde6228         5.80                3.00                
Vardas5653          Pavarde5653         5.80                3.00                
Vardas5613          Pavarde5613         5.80                2.00                
Vardas5612          Pavarde5612         5.80                3.00                
Vardas7532          Pavarde7532         5.80                3.00                
Vardas691           Pavarde691          5.80                3.00                
Vardas5558          Pavarde5558         5.80                7.00                
Vardas3798          Pavarde3798         5.80                3.00                
Vardas4220          Pavarde4220         5.80                6.00                
Vardas6461          Pavarde6461         5.80                3.00                
Vardas6205          Pavarde6205         5.80                5.00                
Vardas8490          Pavarde8490         5.80                3.00                
Vardas8898          Pavarde8898         5.80                1.00                
Vardas1774          Pavarde1774         5.80                4.00                
Vardas5529          Pavarde5529         5.80                8.00                
Vardas6614          Pavarde6614         5.80                7.00                
Vardas5960          Pavarde5960         5.80                4.00                
Vardas788           Pavarde788          5.80                4.00                
Vardas7389          Pavarde7389         5.80                9.00                
Vardas3746          Pavarde3746         5.80                4.00                
Vardas5472          Pavarde5472         5.80                4.00                
Vardas231           Pavarde231          5.80                7.00                
Vardas5907          Pavarde5907         5.80                8.00                
Vardas9968          Pavarde9968         5.80                5.00                
Vardas8622          Pavarde8622         5.80                3.00                
Vardas4964          Pavarde4964         5.80                3.00                
Vardas9933          Pavarde9933         5.80                4.00                
Vardas5352          Pavarde5352         5.80                2.00                
Vardas7883          Pavarde7883         5.80                8.00                
Vardas9897          Pavarde9897         5.80                2.00                
Vardas6144          Pavarde6144         5.80                3.00                
Vardas1013          Pavarde1013         5.80                4.00                
Vardas8714          Pavarde8714         5.80                7.00                
Vardas9829          Pavarde9829         5.80                8.00                
Vardas9818          Pavarde9818         5.80                8.00                
Vardas1122          Pavarde1122         5.80                7.00                
Vardas1611          Pavarde1611         5.80                4.00                
Vardas2036          Pavarde2036         5.80                7.00                
Vardas6933          Pavarde6933         5.80                8.00                
Vardas7833          Pavarde7833         5.80                3.00                
Vardas7751          Pavarde7751         5.80                2.00                
Vardas4040          Pavarde4040         5.80                3.00                
Vardas8787          Pavarde8787         5.80                9.00                
Vardas1868          Pavarde1868         5.80                9.00                
Vardas139           Pavarde139          5.80                4.00                
Vardas4247          Pavarde4247         5.80                7.00                
Vardas5221          Pavarde5221         5.80                3.00                
Vardas5247          Pavarde5247         5.80                4.00                
Vardas4067          Pavarde4067         5.80                8.00                
Vardas3407          Pavarde3407         5.80                5.00                
Vardas7211          Pavarde7211         5.80                6.00                
Vardas2345          Pavarde2345         5.80                6.00                
Vardas2504          Pavarde2504         5.84                6.00                
Vardas7749          Pavarde7749         5.84                6.00                
Vardas5929          Pavarde5929         5.84                5.00                
Vardas3115          Pavarde3115         5.84                9.00                
Vardas3189          Pavarde3189         5.84                5.00                
Vardas1575          Pavarde1575         5.84                6.00                
Vardas5148          Pavarde5148         5.84                6.00                
Vardas9204          Pavarde9204         5.84                2.00                
Vardas8417          Pavarde8417         5.84                5.00                
Vardas9833          Pavarde9833         5.84                5.00                
Vardas3662          Pavarde3662         5.84                6.00                
Vardas9322          Pavarde9322         5.84                5.00                
Vardas6455          Pavarde6455         5.84                5.00                
Vardas1276          Pavarde1276         5.84                5.00                
Vardas6976          Pavarde6976         5.84                6.00                
Vardas3036          Pavarde3036         5.84                7.00                
Vardas4290          Pavarde4290         5.84                5.00                
Vardas4658          Pavarde4658         5.84                6.00                
Vardas908           Pavarde908          5.84                6.00                
Vardas241           Pavarde241          5.84                6.00                
Vardas7012          Pavarde7012         5.84                7.00                
Vardas1033          Pavarde1033         5.84                5.00                
Vardas2446          Pavarde2446         5.84                5.00                
Vardas6833          Pavarde6833         5.84                5.00                
Vardas5082          Pavarde5082         5.84                7.00                
Vardas5414          Pavarde5414         5.84                5.00                
Vardas8262          Pavarde8262         5.84                4.00                
Vardas1900          Pavarde1900         5.84                4.00                
Vardas3612          Pavarde3612         5.84                7.00                
Vardas5672          Pavarde5672         5.84                5.00                
Vardas3054          Pavarde3054         5.84                6.00                
Vardas8976          Pavarde8976         5.84                5.00                
Vardas7304          Pavarde7304         5.84                7.00                
Vardas6744          Pavarde6744         5.84                3.00                
Vardas1316          Pavarde1316         5.84                6.00                
Vardas934           Pavarde934          5.84                6.00                
Vardas2423          Pavarde2423         5.84                5.00                
Vardas7143          Pavarde7143         5.84                6.00                
Vardas650           Pavarde650          5.84                6.00                
Vardas8097          Pavarde8097         5.84                8.00                
Vardas1409          Pavarde1409         5.84                3.00                
Vardas6020          Pavarde6020         5.84                6.00                
Vardas4920          Pavarde4920         5.84                5.00                
Vardas2907          Pavarde2907         5.84                5.00                
Vardas4846          Pavarde4846         5.84                7.00                
Vardas9538          Pavarde9538         5.84                7.00                
Vardas8193          Pavarde8193         5.84                6.00                
Vardas3842          Pavarde3842         5.84                7.00                
Vardas6873          Pavarde6873         5.84                6.00                
Vardas5196          Pavarde5196         5.84                8.00                
Vardas99            Pavarde99           5.84                4.00                
Vardas5453          Pavarde5453         5.84                5.00                
Vardas6671          Pavarde6671         5.84                8.00                
Vardas7737          Pavarde7737         5.84                7.00                
Vardas5282          Pavarde5282         5.84                2.00                
Vardas5524          Pavarde5524         5.84                5.00                
Vardas4238          Pavarde4238         5.84                5.00                
Vardas4635          Pavarde4635         5.88                4.00                
Vardas5378          Pavarde5378         5.88                3.00                
Vardas6211          Pavarde6211         5.88                8.00                
Vardas2601          Pavarde2601         5.88                10.00               
Vardas9234          Pavarde9234         5.88                4.00                
Vardas3057          Pavarde3057         5.88                4.00                
Vardas1142          Pavarde1142         5.88                3.00                
Vardas3743          Pavarde3743         5.88                3.00                
Vardas3268          Pavarde3268         5.88                3.00                
Vardas3066          Pavarde3066         5.88                9.00                
Vardas6160          Pavarde6160         5.88                7.00                
Vardas2252          Pavarde2252         5.88                4.00                
Vardas6471          Pavarde6471         5.88                5.00                
Vardas6742          Pavarde6742         5.88                4.00                
Vardas9257          Pavarde9257         5.88                5.00                
Vardas8234          Pavarde8234         5.88                3.00                
Vardas8766          Pavarde8766         5.88                9.00                
Vardas6578          Pavarde6578         5.88                5.00                
Vardas6165          Pavarde6165         5.88                7.00                
Vardas4051          Pavarde4051         5.88                8.00                
Vardas671           Pavarde671          5.88                3.00                
Vardas4010          Pavarde4010         5.88                4.00                
Vardas8439          Pavarde8439         5.88                4.00                
Vardas35            Pavarde35           5.88                8.00                
Vardas9105          Pavarde9105         5.88                3.00                
Vardas157           Pavarde157          5.88                4.00                
Vardas5878          Pavarde5878         5.88                5.00                
Vardas5725          Pavarde5725         5.88                9.00                
Vardas681           Pavarde681          5.88                9.00                
Vardas7595          Pavarde7595         5.88                5.00                
Vardas4154          Pavarde4154         5.88                8.00                
Vardas2047          Pavarde2047         5.88                3.00                
Vardas7958          Pavarde7958         5.88                6.00                
Vardas6382          Pavarde6382         5.88                4.00                
Vardas8448          Pavarde8448         5.88                2.00                
Vardas2882          Pavarde2882         5.88                4.00                
Vardas1351          Pavarde1351         5.88                4.00                
Vardas4223          Pavarde4223         5.88                8.00                
Vardas4071          Pavarde4071         5.88                3.00                
Vardas1167          Pavarde1167         5.88                9.00                
Vardas7999          Pavarde7999         5.88                2.00                
Vardas5273          Pavarde5273         5.88                8.00                
Vardas2134          Pavarde2134         5.88                7.00                
Vardas1971          Pavarde1971         5.88                4.00                
Vardas1823          Pavarde1823         5.88                8.00                
Vardas3607          Pavarde3607         5.88                4.00                
Vardas5446          Pavarde5446         5.88                8.00                
Vardas3540          Pavarde3540         5.88                4.00                
Vardas1381          Pavarde1381         5.88                7.00                
Vardas5104          Pavarde5104         5.92                5.00                
